Ticker,Index,Close
ASX,36,27.7607
ASX,35,28.1086
ASX,34,22.0698
ASX,33,22.3539
ASX,32,21.6688
ASX,31,21.16
ASX,30,21.6371
ASX,29,26.0412
ASX,28,19.002
ASX,27,23.7098
ASX,26,22.8583
ASX,25,23.3446
ASX,24,16.378
ASX,23,20.9191
ASX,22,21.7318
ASX,21,31.5614
ASX,20,28.8587
ASX,19,25.0822
ASX,18,18.8611
ASX,17,16.2567
ASX,16,17.9643
ASX,15,13.9461
ASX,14,10.4467
ASX,13,9.7007
ASX,12,7.9112
ASX,11,8.4714
ASX,10,7.0703
ASX,9,5.7651
ASX,8,5.5059
ASX,7,6.0451
ASX,6,6.2427
ASX,5,5.4911
ASX,4,6.1229
ASX,3,5.8634
ASX,2,4.7274
ASX,1,4.7287
ASX,0,5.125
ALX,50,6.7
ALX,49,6.45
ALX,48,6.7932
ALX,47,6.1938
ALX,46,5.5344
ALX,45,5.5914
ALX,44,5.9921
ALX,43,5.4252
ALX,42,5.3617
ALX,41,5.3617
ALX,40,4.5394
ALX,39,4.6792
ALX,38,4.3344
ALX,37,5.3619
ALX,36,4.5842
ALX,35,4.3371
ALX,34,3.8684
ALX,33,3.8235
ALX,32,3.4465
ALX,31,2.9934
ALX,30,2.7927
ALX,29,2.8188
ALX,28,2.6572
ALX,27,2.7
ALX,26,2.6508
ALX,25,2.8341
ALX,24,2.6174
ALX,23,2.6902
ALX,22,2.2637
ALX,21,2.2309
ALX,20,1.9249
ALX,19,1.5084
ALX,18,1.3304
ALX,17,1.3655
ALX,16,1.2938
ALX,15,1.1386
ALX,14,1.0351
ALX,13,1.1824
ALX,12,1.2899
ALX,11,1.1744
ALX,10,1.1983
ALX,9,1.1625
ALX,8,1.3655
ALX,7,1.4571
ALX,6,1.3974
ALX,5,1.1426
ALX,4,1.1545
ALX,3,1.0351
ALX,2,0.6171
ALX,1,0.7325
ALX,0,0.4897
AIA,50,6.66
AIA,49,6.0287
AIA,48,5.7234
